Application Number,Type of Tax Credit Funding,Construction Type,Developer,Housing Type,Project Address,Project Name,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Annual Federal Award,Total State Award,,,
CA-2002-028,9 %,Rehabilitation,Single Room Occupancy Housing Corp.,SRO,"425 East 5th Street, Los Angeles, CA 90013     ",The Brownstone Hotel,Los Angeles,90013,(213) 229-2805,Los Angeles,53,30,34,2062,5148-011-001,Placed In Service,10/1/03,10/01/03,48,47,48,0,0,0,0,0,0,,,,,,,,,,,"The Brownstone Hotel, L.P.",Michelle Gibbons,"1055 W. 7th Street, Suite 3250",Los Angeles,CA,90017,(213) 229-9640,(213) 229-9677,Single Room Occupancy Housing Corp.,,,,,Single Room Occupancy Housing Corp.,Michelle Gibbons,"1055 W. 7th Street, Suite 3250",Los Angeles,CA,90017,(213) 229-9640,(213) 229-9677,"$321,727","$1,201,970",,,
CA-2002-037,9 %,New Construction,"Foundation for Affordable Housing II, Inc.",Senior,"17911 Bushard Street, Fountain  Valley, CA 92708     ",Fountain Valley Senior The Jasmine,Fountain Valley,92708,714-963-9660,Orange,72,34,48,992.50,"167-191-02, 167-191-11",Placed In Service,5/7/04,06/11/04,156,154,0,124,32,0,0,0,0,,,,,,,,,,,"Fountain Valley Housing Partners, L.P.",Darrin Willard,"384 Forest Ave., Ste. 14",Laguna Beach,Ca,92651,949-443-9101,949-443-9133,"Foundation for Affordable Housing II, Inc.",Fountain Valley Development Company,,,,Western Seniors Housing,Cruz Guardado,"18881 Von Karman Ave., Suite 720",Irvine,CA,92612,661-755-8802,714-450-8741,"$1,317,517",$0,,,
CA-2002-041,9 %,New Construction,The Related Companies of California,Large Family,"1400 Gabriel Garcia Marquez St., Los Angeles, CA 90033     ",Aliso Village II Apartments,Los Angeles,90033,323 - 466-1372,Los Angeles,53,24,34,2060.32,5173-029-901,Placed In Service,7/22/03,09/09/03,176,175,0,0,78,69,29,0,0,,,,,,,,,,,"Aliso Village II Housing Partners, L.P., a CA LP",Scott Stephens,"18201 Van Karmen Ave., Suite 900",Irvine,CA,92612,949-265-4961,949-660-7273,"Related/Aliso II Development Co., LLC",,,,,"McCormack Baron Ragan Management Services, Inc",Michael Martinez,720 Olive Street,St. Louis,MO,63101,213-236-2694,213-236-2695,"$3,014,803",$0,,,
CA-2002-045,9 %,New Construction,"AMCAL Enterprises, Inc.",Large Family,"7800 Figueroa Avenue, Los Angeles, CA 90003 ",Casa Figueroa Apartments,Los Angeles,90003,323-541-0190,Los Angeles,53,24,34,2074,"6020-035-001, 6020-035-003 & 6020-035-004",Placed In Service,1/20/04,01/20/04,49,48,0,0,15,24,10,0,0,,,,,,,,,,,AMCAL Casa Figueroa Fund L.P.,Darrin Willard,"384 Forest Ave., Ste. 14",Laguna Beach,CA,92651,949-443-9101,949-443-9133,AMCAL,"AMCAL Multi-Housing, Inc.",,,,FPI Management Inc.,Bonnie Darrah,800 Iron Point Road,Folsom,CA,95630,916-357-5312 x465,916-850-4465,"$780,693",$0,,,
CA-2002-048,9 %,Rehabilitation,New Economics for Women,Large Family,"421 S. Bixel Street, Los Angeles, CA 90017     ",The EADS Apartments,Los Angeles,90017,(213) 250-5405,Los Angeles,53,24,34,2092,5152-003-001 & 005,Placed In Service,12/1/04,12/01/04,36,35,0,7,18,10,1,0,0,,,,,,,,,,,"EADS Apartments, L.P.",Maggie Cervantes,303 South Loma Drive,Los Angeles,CA,90017,(213) 483-2060,(213) 483-7848,New Economics for Women,MBA Development Corp.,,,,"New Capital, LLC",Sandra Villalobos,303 South Loma Drive,Los Angeles,CA,90017,(213) 484-1008,(213) 483-7848,"$578,143",$0,,,
CA-2002-049,9 %,New Construction,Community Housing of North County',Large Family,"901 Alturas Road, Fallbrook, CA 92028     ",Fallbrook View Apartments,Fallbrook,92028,(760) 728-5742,San Diego,75,38,50,189.05,104-100-02,Placed In Service,8/5/04,08/19/04,80,79,0,6,44,30,0,0,0,,,,,,,,,,,"Fallbrook View Housing Associates, L.P.",Rosemary Stabrawa,"2815 Camino Del Rio S, Suite 350",San Deigo,CA,92108,619-282-6647,619-640-7119,"Community HousingWorks a CA, LP",,,,,ConAm Management,Clyde Capua,"3990 Ruffin Road, Suite 100",San Deigo,CA,92123,858-614-7283,858-614-7283,"$1,313,911",$0,,,
CA-2002-051,9 %,New Construction,East LA Community Corporation,Large Family,"952 South Record Avenue, Los Angeles, CA 90023",Los Girasoles,Los Angeles,90004,(323) 262-7609,Los Angeles,51,24,40,5313.01,5239-020-027,Placed In Service,1/5/04,01/05/04,11,11,0,2,2,5,2,0,0,,,,,,,,,,,"Los Girasoles Limited Partnership, a CA LP",Jacqueline Monterrosas,530 S. Boyle Street,Los Angeles,CA,90033,(323) 269-4214,(323) 263-6023,East LA Community Corporation,,,,,The John Stewart Company,Edgar Guaran,888 S. Figueroa Street Suite 700,Los Angeles,CA,90017,(213) 787-2716,(213) 833-1866,"$210,327",$0,,,
CA-2002-056,9 %,New Construction,EPA CAN DO,Large Family,"2361 University Avenue, East Palo Alto, CA 94303     ",Nugent Square,East Palo Alto,94303,(650) 322-2061,San Mateo,24,13,14,6120,"063-202-240,250,260,270, & 063-202-110",Placed In Service,12/2/04,12/02/04,32,31,0,0,14,18,0,0,0,,,,,,,,,,,"Nugent Square Partners, L.P., a CA LP",Linda Mandolini,22645 Grand St.,Hayward,CA,94541,(510) 582-1460,(510) 582-6523,"Nugent Square, Inc.",,,,,"Eden Housing Management, Inc",Mark Mascarenhas,22645 Grand St.,Hayward,CA,94541,(510) 582-1460,(510) 582-6523,"$598,369",$0,,,
CA-2002-058,9 %,New Construction,"Whitmore Oaks Investors, a CALP",Senior,"2617 Blaker Road, Ceres, CA 95307-3299",Whitmore Oaks Apartments,Ceres,95307,209-538-0690,Stanislaus,21,12,10,25.04,053-17-30-030,Placed In Service,8/29/03,08/29/03,53,52,0,42,11,0,0,0,0,,,,,,,,,,,Whitmore Oaks-Michaels (PAM) LLC,Aaron Richards,3 East Stow Road,Marlton,NJ,0.08053,209-334-6565,209 370-1574,,"Professional Apt. Management, Inc.","Housing Alternatives, Inc.",,,Interstate Realty Management,Aaron Richards,2020 W Kettleman Lane,Lodi,CA,98242,209 334-6565,209 370-1574,"$443,272","$1,609,343",,,
CA-2002-063,9 %,New Construction,Decro Corporation,Large Family,"426 E. Nicolet Street, Banning, CA 92220-5643",Peppertree Apartments,Banning,92220,951-922-9510,Riverside,42,23,36,442,"541-110-017-0, 541-110-003-7",Placed In Service,3/31/04,03/31/04,81,80,0,0,33,24,24,0,0,,,,,,,,,,,"Peppertree of Banning, L.P.",Candace Leasure,5753-G Santa Ana Canyon Rd #574,Anaheim Hills,CA,92807-3296,714-974-5509,714-282-9748,Decro Corporation,,,,,ConAm Management Corporation,Clyde Capua,3990 Ruffin Rd Suite 100,San Diego,CA,92123,858-614-7283,858-614-7483,"$848,763","$3,067,819",,,
CA-2002-069,9 %,New Construction,LINC Housing,Large Family,"1112 East Whitney Street, Avenal, CA 93204-2029",El Palmar Apartments,Avenal,93204,559-386-1324,Kings,32,14,21,17.01,038-260-022,Placed In Service,10/31/03,10/31/03,81,80,0,0,33,24,24,0,0,,,,,,,,,,,"El Palmar Apartments, L.P.",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC Housing Corporation,,,,,FPI Management Inc,Karen Murphy,800 Iron Point Road,Folsom,CA,95630,916-357-5300x290,916-357-5320,"$739,742","$2,673,768",,,
CA-2002-071,9 %,New Construction,Resources for Community Development,Large Family,"2301 Northgate Avenue, Oakland, CA 94612     ",Northgate Apartments,Oakland,94612,510.873.8202,Alameda,18,9,13,4013,"0080664-017-03,008-0664-018,008-0664-07,008-0664-0",Placed In Service,11/25/03,11/25/03,42,41,0,0,16,22,4,0,0,,,,,,,,,,,"Northgate Grand View  Apartments, L.P., a CA L.P.",Sabrina Butler,2220 Oxford Street,Berkeley,CA,94704,5108414410,5105483502,Resources for Community Development,,,,,The John Stewart Company,Steve McElroy,"1388 Sutter Street, 11th Floor",San Francisco,CA,94109,4153454400,4156149175,"$665,047","$2,403,785",,,
CA-2002-075,9 %,New Construction,"EAH, Inc.",Special Needs,"1385 N. Hamilton Parkway, Novato, CA 94949 ",Hamilton Transitional Housing Phase 1,Novato,94949,415-884-0696,Marin,10,2,2,1050,,Placed In Service,7/30/03,04/30/04,59,59,38,0,12,8,2,0,0,,,,,,,,,,,"Hamilton Transitional Partners I, L.P., a  CA LP",Todd Koppman,2169 E. Francisco Blvd.,San Rafael,CA,94901,415-295-8848,415-295-8948,"EAH, Inc.",Marin Continuum of Housing & Services,,,,EAH Inc,Todd Koppman,2169 E. Francisco Blvd.,San Rafael,CA,94901,415-295-8848,415-295-8948,"$632,301",$0,,,
CA-2002-076,9 %,New Construction,"St. Anton Partners, LLC",Large Family,"8155 Waterman Road, Sacramento, CA 95829     ",Churchill Downs Apartments,Sacramento,95829,916-688-7990,Sacramento,8,6,7,93.29,121-0430-017,Placed In Service,6/17/03,06/17/03,204,163,0,25,88,52,0,0,0,,,,,,,,,,,"Churchill Sacramento, L.P., a CA LP",Steven L. Eggert,"1801 I Street, Suite 200",Sacramento,CA,95811,916-444-9897,916-444-9843,Pacific Housing,"St. Anton Partners, LLC ( through construction)",,,,"St. Anton Management, Inc",Andrew Worley,"1801 I Street, Suite 200",Sacramento,CA,95811,916-471-3003,916-444-7637,"$1,317,823","$5,019,376",,,
CA-2002-077,9 %,New Construction,Southern California Housing Development Corp.,Large Family,"15500 Midtown Drive, Victorville, CA 92392     ",Impressions at Valley Center,Victorville,92392,760-952-1798,San Bernardino,33,21,8,99.04,0395-311-17,Placed In Service,9/15/03,11/13/03,100,99,0,0,68,32,0,0,0,,,,,,,,,,,"Victorville Housing Partners, L.P., a CA L.P.",Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,Southern California Housing Development Corporation,,,,,National Community Renaissance,Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,"$998,814","$3,187,203",,,
CA-2002-078,9 %,New Construction,"Los Angeles Housing Partnership, Inc.",Senior,"623 South Rampart Blvd., Los Angeles, CA 90057     ",Tides Senior Apartments,Los Angeles,90057,323-665-7870,Los Angeles,53,24,34,2087.20,5141-10-4,Placed In Service,7/18/05,07/18/05,36,35,0,35,1,0,0,0,0,,,,,,,,,,,"Tides Senior Apartments, L.P.",Charles Kim,"800 South Figueroa, Suite 1270",Los Angeles,CA,90017,213-629-9172,213-629-9179,"Los Angeles Housing Partnership, Inc",,,,,The John Stewart Company and Los Angeles Housing P,Lori Horn,"888 S.Figueroa Street, Suite 700",Los Angeles,CA,90017,213-787-2710,213-833-1866,"$471,274",$0,,,
CA-2002-079,9 %,New Construction,North Beach Development Associates,Large Family,"567 Bay Street, San Francisco, CA 94133     ",North Beach Place,San Francisco,94133,415-346-9636,San Francisco,17,11,12,101,"42-1, 43-1",Placed In Service,9/7/04,10/20/04,341,333,0,77,158,74,27,0,0,,,,,,,,,,,"North Beach Housing Associates, a CA LP",Susan Johnson,"600 California Street, Suite 900",San Francisco,CA,94108,415-989-1111,415-495-4641,"BRIDGE Housing Ventures, Inc.",,,,,The John Stewart Company,Janet Acevedo-Ogu,"1388 Sutter Street, 11th Floor",San Francisco,CA,94109,415-345-4400,415-614-9175,"$3,850,000","$17,152,150",,,
CA-2002-090,9 %,New Construction,LINC Housing,Special Needs,"2501 Red Bud Lane, Anderson, CA 96007-8814",Regency Place Senior Apartments,Anderson,96007,530-378-8080,Shasta,1,1,1,121.02,201-68-74,Placed In Service,1/5/04,01/05/04,81,80,0,64,17,0,0,0,0,,,,,,,,,,,"Anderson Senior Apartments, L.P., a CA LP",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC Housing Corp,,,,,ConAm Management Corporation,Clyde Capua,"3990 Ruffin Rd, Suite 100",San Diego,CA,92123,858-614-7283,858-614-7483,"$707,472","$2,557,128",,,
CA-2002-091,9 %,New Construction,Community Housing Partners,Large Family,"555 N. Hathaway Street, Banning, CA 92220     ",Summit Ridge Aprartments,Banning,92220,951 849 3001,Riverside,42,23,36,438.13,541-055-007 - 009 & 021,Placed In Service,8/2/04,08/02/04,81,80,0,0,41,40,0,0,0,,,,,,,,,,,"Banning Family Housing Partners, LP",Darrin Willard,384 Forest Ave. Ste 14,Laguna Beach,CA,92651,949 234 9115,949 443 9133,"Foundation for Affordable Housing V, Inc.","LNR Banning Housing Limited, Inc.",,,,ConAm Management Corporation,Clyde Capua,3990 Ruffin Rd Suite 100,San Diego,CA,92123,858-614-7283,858-614-7483,"$969,462",$0,,,
CA-2002-094,9 %,New Construction,Corporation for Better Housing,Large Family,"710 Brundage Lane, Bakersfield, CA 93304     ",Bakersfield Family Apartments,Bakersfield,93304,661-325-0919,Kern,32,16,23,20,010-121-01 and 010-121-03,Placed In Service,5/1/03,05/01/03,78,77,0,0,38,40,0,0,0,,,,,,,,,,,"710 Brundage Lane, L.P.",Lori Koester,5947 Variel Ave,Woodland Hills,CA,91367,818-905-2430,818-905-2440,Corporation for Better Housing,David Ferguson,Lynx Realty and Management,,,"CBH Property Management, LLC.",Joanna Ascencio,5947 Variel Ave,Woodland Hills,CA,91367,818-905-2430,818-905-3844,"$1,022,191",$0,,,
CA-2002-096,9 %,New Construction,Decro Corporation,Large Family,"201 North Yucca Avenue, Barstow, CA 92311-2408",Suncrest Apartments,Barstow,92311,760-256-9500,San Bernardino,33,16,8,94,0181-841-29,Placed In Service,1/29/04,01/29/04,81,80,0,0,33,24,24,0,0,,,,,,,,,,,"Barstow Suncrest Apartments, L.P.",Candace Leasure,5753 G E Santa Ana Canyon Rd #574,Anaheim Hills,CA,92807-3296,714-974-5509,714-282-9748,Decro Corporation,,,,,ConAm Management Corporation,Clyde Capua,3990 Ruffin Rd Suite 100,San Diego,CA,92123,858-614-7283,858-614-7483,"$842,582","$3,042,432",,,
CA-2002-104,9 %,New Construction,LINC Housing,Large Family,"1251 E. 14th Ave., Blythe, CA 922252404 ",Villa Monterey Apartments,Blythe,92225,760-922-3781,Riverside,56,28,36,462,854-060-020-5,Placed In Service,2/5/04,02/05/04,81,80,0,,33,24,24,,0,,,,,,,,,,,"Monterey of Blythe, L.P., a CA LP",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC Housing Corporation,,,,,ConAm Management Corporation,Clyde Capua,"3990 Ruffin Rd, Suite 100",San Diego,CA,92123,858-614-7283,858-614-7483,"$848,792","$3,067,924",,,
CA-2002-110,9 %,New Construction,"Plaxa Grande, L.P.",SRO,"50 East Market Street, Salinas, CA 93907 ",Plaza Grande,Salinas,93907,8317719724,Monterey,30,12,20,13,002-182-036,Placed In Service,11/21/03,11/21/03,92,91,91,1,0,0,0,0,0,,,,,,,,,,,"Plaza Grande, L.P.","Daniel Silverie, III",3160 Ocean Terrace,Marina,CA,93933,8312742550,8312742519,"Silverie Properties, LLC",Central Valley Coalition for Affordable Housing,,,,AWI Management Corporation,Linda Frazier,P.O. Box 550,Auburn,CA,95604,5307456255,5307456171,"$839,510",$0,,,
CA-2002-117,9 %,New Construction,Pacific West Communities,Large Family,"3101 Boyd Road, Arcata, CA 95521     ",The Courtyards at Arcata,Arcata,95521,7078260386,Humboldt,2,2,2,12,507-121-15,Placed In Service,4/30/04,04/30/04,64,63,0,8,20,28,8,0,0,,,,,,,,,,,"Arcata Courtyards Associates, a CA LP",Ron Tuning,"430 E. State Street, Suite 100",Eagle,ID,83616,(208) 461-0022,(208) 461-0033,"Roope, LLC",Central Valley Coalition for Affordable Housing,"Johnson & Johnson Investments, LLC",,,Danco Property Management,Laura Berreth,5251 Ericson Way,Arcata,CA,95521,(707) 822-9000,(707) 822-9596,"$639,659","$2,312,020",,,
CA-2002-118,9 %,Acquisition/Rehab,"Visionary Home Builders of California, Inc.",Large Family,"2004 Evans Road, Ceres, CA 95307 ",Almond Terrace Apartments,Ceres,95307,209-537-5959,Stanislaus,21,12,10,26.04,040-1502-241,Placed In Service,10/1/03,12/01/03,46,45,0,0,30,14,2,0,0,,,,,,,,,,,"Ceres Almond Terrace Associates, a CA LP",Carol J. Ornelas,315 N. San Joaquin Street,Stockton,CA,95202,209-466-6811,,"Asociacion Campesina Lazaro Cardenas, Inc.",,,,,ConAm Management Corporation,Andy Ladrech,2281 Lava Ridge Ct. Suite 350,Roseville,CA,95661,916-412-2639,858-614-7086,"$428,215","$1,547,750",,,
CA-2002-121,9 %,New Construction,Pacific West Communities,Large Family,"755 Village Circle, Ukiah, CA 95482     ",Summercreek Village,Ukiah,95482,(707) 467-1211,Mendocino,2,2,2,116,3-040-30 & 3-040-63,Placed In Service,3/29/04,03/29/04,64,63,0,0,24,32,8,0,0,,,,,,,,,,,"Ukiah Summercreek Associates, a CA LP",Ron Tuning,"430 E. State Street, Suite 100",Eagle,ID,83616,208-461-0022,208-461-0033,"Roope, LLC",Central Valley Coalition for Affordable Housing,"Johnson & Johnson Investments, LLC",,,Danco Property Management,Laura Berreth,5251 Ericson Way,Arcata,CA,95521,(707) 822-9000,(707) 822-9596,"$649,259","$2,346,720",,,
CA-2002-123,9 %,New Construction,,Large Family,"1337 West 5th Street, Los Angeles, CA 90017     ",Maryland Heights,Los Angeles,90017,(213) 481-1894,Los Angeles,53,24,34,2092,"5152-002-028, 5152-002-015, 5152-002-017",Placed In Service,12/16/04,12/16/04,49,44,0,0,0,0,45,0,0,,,,,,,,,,,"Maryland Heights, a CA LP",Alva Diaz,401 B Street Suite 304 A,San Diego,CA,92101,(619) 699-3050,(619) 699-3044,"California GP X, LLC",,,,,Barker Management Incorporated,Ana Aalvarez,"1101 E. Orangewood, Suite 200",Anaheim,CA,92805,(714) 533-3450,(714) 533-8608,"$983,616",$0,,,
CA-2002-124,9 %,New Construction,Advanced Development,Large Family,"2014 West Sunset Blvd., Los Angeles, CA 90026     ",Sunset City Lights,Los Angeles,90026,(213) 483-5769,Los Angeles,51,24,28,1956,5404-003-010,Placed In Service,11/19/04,11/19/04,13,12,0,0,0,11,2,0,0,,,,,,,,,,,"Sunset City Lights, a CA LP",Alva Diaz,401 B Street Suite 304 A,San Diego,CA,92101,(619) 699-3050,(619) 699-3044,"California GP X, LLC",,,,,Barker Management Incorporated,Lynn Briley,"1101 E. Orangewood, Suite 200",Anaheim,CA,92805,(714) 533-3450,(714) 533-8608,"$241,857",$0,,,
CA-2002-129,9 %,New Construction,,Large Family,"306 North Alvarado Street, Los Angeles, CA 90026 ",Temple City Lights,Los Angeles,90026,(213) 483-5249,Los Angeles,51,24,34,2085.01,"5159-005-020, 5157-022-001, 002, 003 & 004",Placed In Service,11/18/04,11/18/04,34,33,0,0,0,14,20,0,0,,,,,,,,,,,"Temple City Lights, a CA LP",Alva Diaz,401 B Street Suite 304 A,San Diego,CA,92101,(619) 699-3050,(619) 699-3044,"California GP X, LLC",,,,,Barker Management Incorporated,Lynn Briley,"1101 E. Orangewood, Suite 200",Anaheim,CA,92805,(714) 533-3450,(714) 533-8608,"$675,562",$0,,,
CA-2002-132,9 %,New Construction,,Large Family,"212 South Lucas Avenue, Los Angeles, CA 90026     ",Emerald Park,Los Angeles,90026,(213) 482-4566,Los Angeles,51,24,34,2083.02,5152-007-005 & 5152-007-006,Placed In Service,12/10/04,12/10/04,21,20,0,0,0,0,21,0,0,,,,,,,,,,,"Emerald Park, a CA LP",Alva Diaz,401 B Street Suite 304 A,San Diego,CA,92101,(619) 699-3050,(619) 699-3044,"California GP X, LLC",,,,,Barker Management Incorporated,Ana Aalvarez,"1101 E. Orangewood, Suite 200",Anaheim,CA,92805,(714) 533-3450,(714) 533-8608,"$421,716",$0,,,
CA-2002-138,9 %,New Construction,Charities Housing Development Corp,Special Needs,"70 Kentucky Place, San Jose, CA 95116     ",HomeSafe San Jose,San Jose,95116,408-251-8064,Santa Clara,27,15,19,5037.10,481-18-011 & 050,Placed In Service,11/19/03,11/20/03,25,24,4,20,1,0,0,0,0,,,,,,,,,,,"HS San Jose, L.P., a CA LP",Dan Wu,"1400 Parkmoor Avenue, Suite 190",San Jose,CA,95126,408-550-8300,408-550-8339,Charities Housing,,,,,Charities Housing,David Ortega,"1400 Parkmoor Avenue, Suite 190",San Jose,CA,95126,408-550-8300,408-550-8339,"$275,910",$0,,,
CA-2002-145,9 %,New Construction,MW Development,Large Family,"2600 Olympic Avenue, Corcoran, CA 93212     ",Saltair Place,Corcoran,93212,559-992-2573,Kings,32,14,21,13,34-142-016,Placed In Service,6/23/04,07/14/05,42,40,0,0,0,42,0,0,0,,,,,,,,,,,"Saltair Place, L.P., a California LP",Darrin Willard,384 Forest Ave Ste. 14,Laguna Beach,CA,92651,949-443-9101,949-443-9133,"Foundation for Affordable Housing V, Inc.",,,,,ConAm Management Corporation,Clyde Capua,"3990 Ruffin Road, Suite 100",San Diego,CA,92123,858-61407200,858-614-7483,"$549,643",$0,,,
CA-2002-156,9 %,New Construction,Coachella Valley Housing Coalition,Large Family,"65010 Dale Kiler Street, Mecca, CA 92274 ",Villas Oscar Romero,Mecca,92274,760-396-9542,Riverside,56,28,36,456.04,727-112-014,Placed In Service,6/15/04,06/15/04,50,49,0,5,20,20,5,0,0,,,,,,,,,,,"Villas Housing Associates, a CA LP",Pedro S.G. Rodriguez,"45-701 Monroe Street, Suite G",Indio,CA,92201,760-347-3157,760-342-6466,Meeca Housing Inc.,,,,,Hyder Property Management Professionals,DeeDee Rogers,"1649 Capalina Road, Suite 500",San Marcos,CA,92069,760-591-9737,760-591-9784,"$385,744","$1,244,838",,,
CA-2002-165,9 %,New Construction,City Hieghts CDC,Large Family,"4071 39th Street, San Diego, CA 92105     ",Metro Villas,San Diego,92105,619-546-7552,San Diego,80,40,51,22.01,,Placed In Service,7/16/04,10/29/04,120,118,0,48,36,24,12,0,0,,,,,,,,,,,"Metro Villas Housing Partners, L.P., a CA L.P.",Matthew Jumper,7956 Lester Ave,Lemon Grove,CA,91945,619-668-1532,619-667-0891,Metro Interfaith Housing Corp.,San Diego Interfaith Housing Foundation,,,,Interfaith Housing Assistance Corporation,Doris Snashall,7956 Lester Ave,Lemon Grove,CA,91945,619-668-1532,619-667-0891,"$1,580,000","$5,346,471",,,
CA-2002-175,9 %,New Construction,Burbank Housing Developement Corporation,Special Needs/Large Family,"2239 Meda Ave., Santa Rosa, CA 95404     ",Cypress Ridge,Santa Rosa,95404,7075754108,Sonoma,10,2,5,1514.01,044-031-036,Placed In Service,12/8/04,12/10/04,122,120,6,14,40,56,6,0,0,,,,,,,,,,,"Meda Cypress Ridge, L.P., a CA LP",Charles Cornell,790 Sonoma Avenue,Santa Rosa,CA,95404,(707) 526-9782,7075269811,Burbank Housing Developement Corporation,,,,,Burbank Housing Management Corporation,Alicia Gomez,790 Sonoma Avenue,Santa Rosa,CA,95404,7073031022,7075262562,"$1,642,481","$5,481,706",,,
CA-2002-177,9 %,New Construction,Burbank Housing Development Corp.,Special Needs,"160 Wilford Lane, Cotati, CA 94931     ",Wilford Lane,Cotati,94931,7077938454,Sonoma,10,3,5,1512.04,"141-070-020, 144-070-024",Placed In Service,11/13/03,11/13/03,36,35,2,8,8,18,0,0,0,,,,,,,,,,,"Wilford Lane Village, LP",Charles Cornell,790 Sonoma Avenue,Santa Rosa,CA,95404,7075269782,7075269811,Burbank Housing Development Corporation,,,,,Burbank Housing Management Corporation,Alicia Gomez,790 Sonoma Avenue,Santa Rosa,CA,95404,7073031022,7075262562,"$530,539",$0,,,
CA-2002-189,9 %,Rehabilitation,Mercy Housing California,Special Needs,"172 6th Street, San Francisco, CA 94103     ",The Dudley,San Francisco,94103,415-861-8645,San Francisco,17,11,12,176.01,3726-10,Placed In Service,2/1/02,02/01/02,75,74,50,25,0,0,0,0,0,,,,,,,,,,,"Mercy Housing Calif XII, a CA Limited Partnership",Yelena Zilberfayn,"1360 Mission Street, #300",San Francisco,CA,94103,415-355-7156,415-355-7101,Mercy Housing West,,,,,Mercy Housing Management Group,Michael Liebe,"1360 Mission Street, #300",San Francisco,CA,94103,415-355-7132,415-355-7101,"$499,081",$0,,,
